SNo,Date,Account Name,Amount,Voucher No
2393,18/10/2024, POS Billing,2165.5,REG3496
2394,26/10/2024, POS Billing,1636.5,REG3608
2395,01/11/2024, POS Billing,1642,REG3688
2396,09/11/2024, POS Billing,1304,REG3791
2397,16/11/2024, POS Billing,2426.5,REG3892
2398,23/11/2024, POS Billing,2846,REG3983
2399,30/11/2024, POS Billing,2090.4,REG4079
2400,07/12/2024, POS Billing,4289,REG4186
2401,06/05/2024, POS Billing,2844,REG1056
2402,20/05/2024, POS Billing,3340,REG1271
2403,27/05/2024, POS Billing,350,REG1365
2404,03/06/2024, POS Billing,3853,REG1470
2405,17/06/2024, POS Billing,3642,REG1651
2406,01/07/2024, POS Billing,2018,REG1874
2407,15/07/2024, POS Billing,4163,REG2096
2408,22/07/2024, POS Billing,3037,REG2208
2409,05/08/2024, POS Billing,5027,REG2396
2410,06/08/2024, POS Billing,420,REG2428
2411,12/08/2024, POS Billing,369,REG2510
2412,19/08/2024, POS Billing,410,REG2610
2413,02/09/2024, POS Billing,4023,REG2796
2414,16/09/2024, POS Billing,2164,REG2998
2415,23/09/2024, POS Billing,400,REG3099
2416,30/09/2024, POS Billing,3934,REG3206
2417,07/10/2024, POS Billing,945,REG3303
2418,14/10/2024, POS Billing,5594,REG3416
2419,28/10/2024, POS Billing,105,REG3621
2420,04/11/2024, POS Billing,5798,REG3707
2421,02/12/2024, POS Billing,3264,REG4110
2422,02/05/2024, POS Billing,3291,REG1015
2423,09/05/2024, POS Billing,3972,REG1128
2424,16/05/2024, POS Billing,2883,REG1226
2425,23/05/2024, POS Billing,4040,REG1329
2426,30/05/2024, POS Billing,3246,REG1433
2427,07/06/2024, POS Billing,3960,REG1517
2428,14/06/2024, POS Billing,2874,REG1606
2429,20/06/2024, POS Billing,2496,REG1723
2430,27/06/2024, POS Billing,4306,REG1838
2431,04/07/2024, POS Billing,3546,REG1950
2432,11/07/2024, POS Billing,3179,REG2051
2433,25/07/2024, POS Billing,3563,REG2273
2434,01/08/2024, POS Billing,4381,REG2349
2435,08/08/2024, POS Billing,3901,REG2462
2436,15/08/2024, POS Billing,3420,REG2566
2437,22/08/2024, POS Billing,3326,REG2647
2438,29/08/2024, POS Billing,2394,REG2758
2439,05/09/2024, POS Billing,3911,REG2865
2440,12/09/2024, POS Billing,4434,REG2961
2441,19/09/2024, POS Billing,2864,REG3064
2442,26/09/2024, POS Billing,3334,REG3168
2443,03/10/2024, POS Billing,5024,REG3255
2444,10/10/2024, POS Billing,4182,REG3373
2445,17/10/2024, POS Billing,5415,REG3475
2446,24/10/2024, POS Billing,3089,REG3573
2447,02/11/2024, POS Billing,4312,REG3696
2448,07/11/2024, POS Billing,3137,REG3762
2449,14/11/2024, POS Billing,4650,REG3872
2450,21/11/2024, POS Billing,3641,REG3953
2451,28/11/2024, POS Billing,3806,REG4064
2452,05/12/2024, POS Billing,5597,REG4168
2453,04/10/2024, POS Billing,1306.25,REG3281
2454,04/05/2024, POS Billing,270,REG1033
2455,11/05/2024, POS Billing,826,REG1144
2456,17/05/2024, POS Billing,522,REG1250
2457,25/05/2024, POS Billing,650,REG1346
2458,01/06/2024, POS Billing,494,REG1446
2459,07/06/2024, POS Billing,850,REG1496
2460,15/06/2024, POS Billing,750,REG1621
2461,22/06/2024, POS Billing,2088,REG1738
2462,29/06/2024, POS Billing,432,REG1852
2463,05/07/2024, POS Billing,572,REG1957
2464,13/07/2024, POS Billing,583,REG2073
2465,20/07/2024, POS Billing,1733,REG2187
2466,03/08/2024, POS Billing,610,REG2374
2467,10/08/2024, POS Billing,252,REG2477
2468,17/08/2024, POS Billing,1323,REG2594
2469,24/08/2024, POS Billing,292,REG2674
2470,31/08/2024, POS Billing,904,REG2785
2471,13/09/2024, POS Billing,492,REG2968
2472,20/09/2024, POS Billing,799,REG3074
2473,27/09/2024, POS Billing,721,REG3174
2474,04/10/2024, POS Billing,210,REG3268
2475,11/10/2024, POS Billing,1030,REG3388
2476,18/10/2024, POS Billing,1363,REG3502
2477,01/11/2024, POS Billing,338,REG3680
2478,09/11/2024, POS Billing,478,REG3782
2479,30/11/2024, POS Billing,725,REG4085
2480,07/12/2024, POS Billing,1194,REG4192
2481,04/05/2024, POS Billing,4728,REG1026
2482,29/06/2024, POS Billing,3960,REG1845
2483,31/08/2024, POS Billing,3298,REG2767
2484,05/10/2024, POS Billing,2666,REG3285
2485,16/11/2024, POS Billing,4595,REG3888
2486,11/05/2024, POS Billing,993.1,REG1161
2487,09/07/2024, POS Billing,810.5,REG2021
2488,07/10/2024, POS Billing,1158.25,REG3317
2489,06/05/2024, POS Billing,3785,REG1060
2490,13/05/2024, POS Billing,4833,REG1175
2491,20/05/2024, POS Billing,4120,REG1276
2492,27/05/2024, POS Billing,3983,REG1368
2493,03/06/2024, POS Billing,5382,REG1474
2494,10/06/2024, POS Billing,4196,REG1558
2495,24/06/2024, POS Billing,4489,REG1765
2496,01/07/2024, POS Billing,4076,REG1881
2497,08/07/2024, POS Billing,4744,REG1994
2498,15/07/2024, POS Billing,3305,REG2100
2499,22/07/2024, POS Billing,3646,REG2211
2500,30/07/2024, POS Billing,4629,REG2298
2501,05/08/2024, POS Billing,3823,REG2400
2502,12/08/2024, POS Billing,4316,REG2515
2503,19/08/2024, POS Billing,4308,REG2613
2504,26/08/2024, POS Billing,3555,REG2695
2505,02/09/2024, POS Billing,5209,REG2802
2506,09/09/2024, POS Billing,4750,REG2898
2507,16/09/2024, POS Billing,4351,REG3003
2508,23/09/2024, POS Billing,4563,REG3103
2509,30/09/2024, POS Billing,4339,REG3210
2510,07/10/2024, POS Billing,4832,REG3309
2511,14/10/2024, POS Billing,3665,REG3419
2512,21/10/2024, POS Billing,4711,REG3522
2513,28/10/2024, POS Billing,5350,REG3624
2514,04/11/2024, POS Billing,4290,REG3712
2515,11/11/2024, POS Billing,3947,REG3815
2516,18/11/2024, POS Billing,4456,REG3909
2517,25/11/2024, POS Billing,3904,REG3997
2518,02/12/2024, POS Billing,5579,REG4104
2519,09/12/2024, POS Billing,3410,REG4211
2520,06/05/2024, POS Billing,1519,REG1053
2521,13/05/2024, POS Billing,1406,REG1169
2522,27/05/2024, POS Billing,1292,REG1363
2523,03/06/2024, POS Billing,1441,REG1467
2524,10/06/2024, POS Billing,2076,REG1550
2525,01/07/2024, POS Billing,1902,REG1871
2526,08/07/2024, POS Billing,1534,REG1986
2527,22/07/2024, POS Billing,1880,REG2205
2528,30/07/2024, POS Billing,2262,REG2293
2529,05/08/2024, POS Billing,1072,REG2393
2530,12/08/2024, POS Billing,1207,REG2507
2531,19/08/2024, POS Billing,1173,REG2609
2532,26/08/2024, POS Billing,1881,REG2688
2533,02/09/2024, POS Billing,1647,REG2793
2534,09/09/2024, POS Billing,2085,REG2894
2535,30/09/2024, POS Billing,1606,REG3202
2536,07/10/2024, POS Billing,1685,REG3301
2537,14/10/2024, POS Billing,2223,REG3412
2538,28/10/2024, POS Billing,1771,REG3618
2539,04/11/2024, POS Billing,2048,REG3704
2540,18/11/2024, POS Billing,2071,REG3904
2541,25/11/2024, POS Billing,1338,REG3991
2542,02/12/2024, POS Billing,1728,REG4113
2543,09/12/2024, POS Billing,2006,REG4216
2544,16/05/2024, POS Billing,880.75,REG1235
2545,28/05/2024, POS Billing,88,REG1387
2546,20/06/2024, POS Billing,441.5,REG1727
2547,29/06/2024, POS Billing,150,REG1864
2548,11/07/2024, POS Billing,210,REG2037
2549,20/07/2024, POS Billing,156,REG2200
2550,06/08/2024, POS Billing,662,REG2421
2551,12/08/2024, POS Billing,120,REG2521
2552,15/08/2024, POS Billing,120,REG2558
2553,06/09/2024, POS Billing,571.9,REG2889
2554,20/09/2024, POS Billing,795.5,REG3070
2555,07/10/2024, POS Billing,40,REG3297
2556,16/10/2024, POS Billing,1106,REG3445
2557,23/10/2024, POS Billing,66,REG3550
2558,24/10/2024, POS Billing,705,REG3577
2559,12/11/2024, POS Billing,279,REG3843
2560,01/12/2024, POS Billing,837.5,REG4101
2561,14/05/2024, POS Billing,1585,REG1198
2562,28/05/2024, POS Billing,3391,REG1395
2563,18/06/2024, POS Billing,1903,REG1682
2564,25/06/2024, POS Billing,2494,REG1794
2565,02/07/2024, POS Billing,1715,REG1908
2566,09/07/2024, POS Billing,2214,REG2020
2567,23/07/2024, POS Billing,2193,REG2237
2568,31/07/2024, POS Billing,1159,REG2322
2569,06/08/2024, POS Billing,1304,REG2431
2570,13/08/2024, POS Billing,1732,REG2542
2571,27/08/2024, POS Billing,1686,REG2718
2572,10/09/2024, POS Billing,1706,REG2922
2573,17/09/2024, POS Billing,1004,REG3024
2574,01/10/2024, POS Billing,2022,REG3223
2575,08/10/2024, POS Billing,4465,REG3332
2576,22/10/2024, POS Billing,750,REG3547
2577,29/10/2024, POS Billing,420,REG3646
2578,05/11/2024, POS Billing,2179,REG3730
2579,12/11/2024, POS Billing,2533,REG3839
2580,19/11/2024, POS Billing,2420,REG3930
2581,26/11/2024, POS Billing,1560,REG4015
2582,26/11/2024, POS Billing,3644,REG4020
2583,03/12/2024, POS Billing,1500,REG4140
2584,10/12/2024, POS Billing,2808,REG4239
2585,06/05/2024, POS Billing,2288,REG1072
2586,14/05/2024, POS Billing,1770,REG1185
2587,27/05/2024, POS Billing,1900,REG1375
2588,10/06/2024, POS Billing,1835,REG1564
2589,25/06/2024, POS Billing,2334,REG1783
2590,01/07/2024, POS Billing,1680,REG1897
2591,08/07/2024, POS Billing,1330,REG2006
2592,16/07/2024, POS Billing,1965,REG2110
2593,30/07/2024, POS Billing,2264,REG2308
2594,06/08/2024, POS Billing,2370,REG2417
2595,13/08/2024, POS Billing,1189,REG2525
2596,27/08/2024, POS Billing,2112,REG2706
2597,03/09/2024, POS Billing,1585,REG2813
2598,17/09/2024, POS Billing,2934,REG3016
2599,24/09/2024, POS Billing,1780,REG3122
2600,08/10/2024, POS Billing,3355,REG3327
2601,21/10/2024, POS Billing,2430,REG3534
2602,28/10/2024, POS Billing,1330,REG3636
2603,05/11/2024, POS Billing,1875,REG3724
2604,11/11/2024, POS Billing,1686,REG3823
2605,25/11/2024, POS Billing,2120,REG4004
2606,02/12/2024, POS Billing,2656,REG4125
2607,09/12/2024, POS Billing,1435,REG4226
2608,06/05/2024, POS Billing,548,REG1065
2609,14/05/2024, POS Billing,750,REG1183
2610,27/05/2024, POS Billing,1038,REG1380
2611,04/06/2024, POS Billing,2052,REG1480
2612,10/06/2024, POS Billing,1862.9,REG1567
2613,18/06/2024, POS Billing,960,REG1659
2614,25/06/2024, POS Billing,849,REG1774
2615,01/07/2024, POS Billing,1392,REG1890
2616,08/07/2024, POS Billing,1101,REG2000
2617,16/07/2024, POS Billing,1005,REG2115
2618,23/07/2024, POS Billing,1169,REG2220
2619,30/07/2024, POS Billing,1689,REG2309
2620,06/08/2024, POS Billing,890,REG2409
2621,27/08/2024, POS Billing,2206,REG2700
2622,03/09/2024, POS Billing,3207,REG2812
2623,17/09/2024, POS Billing,3052,REG3009
2624,18/09/2024, POS Billing,285,REG3029
2625,24/09/2024, POS Billing,843,REG3116
2626,08/10/2024, POS Billing,2095,REG3338
2627,15/10/2024, POS Billing,1615,REG3428
2628,28/10/2024, POS Billing,968,REG3634
2629,18/11/2024, POS Billing,1630,REG3918
2630,02/12/2024, POS Billing,1138,REG4129
2631,09/12/2024, POS Billing,944,REG4230
2632,27/08/2024, POS Billing,481.5,REG2714
2633,10/10/2024, POS Billing,430.5,REG3378
2634,09/05/2024, POS Billing,5316,REG1122
2635,23/05/2024, POS Billing,5233,REG1322
2636,07/06/2024, POS Billing,4973,REG1513
2637,27/06/2024, POS Billing,6679,REG1832
2638,18/07/2024, POS Billing,5965,REG2168
2639,02/08/2024, POS Billing,450,REG2364
2640,02/08/2024, POS Billing,7146,REG2360
2641,15/08/2024, POS Billing,9160,REG2576
2642,29/08/2024, POS Billing,10369,REG2753
2643,03/09/2024, POS Billing,2475,REG2827
2644,26/09/2024, POS Billing,6571,REG3164
2645,10/10/2024, POS Billing,8068,REG3377
2646,24/10/2024, POS Billing,6992,REG3576
2647,14/11/2024, POS Billing,5084,REG3869
2648,11/05/2024, POS Billing,270,REG1141
2649,08/06/2024, POS Billing,270,REG1539
2650,13/07/2024, POS Billing,270,REG2068
2651,17/08/2024, POS Billing,280,REG2587
2652,29/08/2024, POS Billing,280,REG2744
2653,20/09/2024, POS Billing,280,REG3071
2654,04/10/2024, POS Billing,280,REG3282
2655,11/10/2024, POS Billing,280,REG3405
2656,26/10/2024, POS Billing,290,REG3605
2657,14/11/2024, POS Billing,290,REG3874
2658,28/11/2024, POS Billing,290,REG4070
2659,04/05/2024, POS Billing,3800,REG1037
2660,11/05/2024, POS Billing,6896,REG1147
2661,17/05/2024, POS Billing,4603,REG1252
2662,25/05/2024, POS Billing,4721,REG1348
2663,01/06/2024, POS Billing,4230,REG1451
2664,07/06/2024, POS Billing,6019,REG1501
2665,15/06/2024, POS Billing,3889,REG1637
2666,22/06/2024, POS Billing,5424,REG1742
2667,29/06/2024, POS Billing,6370,REG1855
2668,06/07/2024, POS Billing,3079,REG1979
2669,13/07/2024, POS Billing,6116,REG2079
2670,20/07/2024, POS Billing,8310,REG2192
2671,03/08/2024, POS Billing,6373,REG2379
2672,10/08/2024, POS Billing,6395,REG2483
2673,17/08/2024, POS Billing,6661,REG2598
2674,24/08/2024, POS Billing,5529,REG2670
2675,31/08/2024, POS Billing,4979,REG2776
2676,06/09/2024, POS Billing,3842,REG2880
2677,13/09/2024, POS Billing,6058,REG2975
2678,20/09/2024, POS Billing,3608,REG3077
2679,27/09/2024, POS Billing,5140,REG3178
2680,04/10/2024, POS Billing,5021,REG3273
2681,11/10/2024, POS Billing,7295,REG3390
2682,18/10/2024, POS Billing,7112,REG3506
2683,25/10/2024, POS Billing,4685,REG3596
2684,01/11/2024, POS Billing,4365,REG3683
2685,09/11/2024, POS Billing,6663,REG3801
2686,16/11/2024, POS Billing,6838,REG3897
2687,30/11/2024, POS Billing,9325,REG4087
2688,07/12/2024, POS Billing,3545,REG4197
2689,04/05/2024, POS Billing,1877,REG1036
2690,11/05/2024, POS Billing,1400,REG1155
2691,18/05/2024, POS Billing,954,REG1261
2692,25/05/2024, POS Billing,1420,REG1352
2693,01/06/2024, POS Billing,1211,REG1456
2694,07/06/2024, POS Billing,1511,REG1500
2695,15/06/2024, POS Billing,873,REG1624
2696,22/06/2024, POS Billing,1505,REG1741
2697,29/06/2024, POS Billing,1559,REG1861
2698,05/07/2024, POS Billing,913,REG1960
2699,13/07/2024, POS Billing,1783,REG2078
2700,20/07/2024, POS Billing,2351,REG2186
2701,03/08/2024, POS Billing,2610,REG2387
2702,10/08/2024, POS Billing,1348,REG2481
2703,17/08/2024, POS Billing,1361,REG2597
2704,24/08/2024, POS Billing,1003,REG2671
2705,31/08/2024, POS Billing,1971,REG2775
2706,06/09/2024, POS Billing,1455,REG2881
2707,13/09/2024, POS Billing,1832,REG2974
2708,20/09/2024, POS Billing,770,REG3076
2709,28/09/2024, POS Billing,1484,REG3195
2710,04/10/2024, POS Billing,1397,REG3272
2711,11/10/2024, POS Billing,1517,REG3395
2712,18/10/2024, POS Billing,1352,REG3505
2713,25/10/2024, POS Billing,1103,REG3595
2714,01/11/2024, POS Billing,1583,REG3686
2715,09/11/2024, POS Billing,730,REG3786
2716,16/11/2024, POS Billing,1948,REG3901
2717,16/11/2024, POS Billing,559,REG3895
2718,23/11/2024, POS Billing,972,REG3974
2719,30/11/2024, POS Billing,2013,REG4095
2720,07/12/2024, POS Billing,868,REG4205
2721,06/05/2024, POS Billing,1516,REG1069
2722,14/05/2024, POS Billing,1083,REG1180
2723,21/05/2024, POS Billing,1082,REG1285
2724,27/05/2024, POS Billing,1829,REG1382
2725,04/06/2024, POS Billing,876,REG1481
2726,10/06/2024, POS Billing,932,REG1570
2727,18/06/2024, POS Billing,1334,REG1664
2728,25/06/2024, POS Billing,90,REG1778
2729,02/07/2024, POS Billing,1395,REG1912
2730,08/07/2024, POS Billing,877,REG2002
2731,16/07/2024, POS Billing,1147,REG2119
2732,23/07/2024, POS Billing,705,REG2224
2733,30/07/2024, POS Billing,1087,REG2303
2734,06/08/2024, POS Billing,1010,REG2413
2735,13/08/2024, POS Billing,879,REG2530
2736,27/08/2024, POS Billing,1374,REG2703
2737,03/09/2024, POS Billing,1013,REG2808
2738,09/09/2024, POS Billing,1220,REG2909
2739,17/09/2024, POS Billing,1233,REG3013
2740,24/09/2024, POS Billing,858,REG3120
2741,30/09/2024, POS Billing,1074,REG3217
2742,08/10/2024, POS Billing,919,REG3324
2743,15/10/2024, POS Billing,1099,REG3433
2744,23/10/2024, POS Billing,1339,REG3549
2745,28/10/2024, POS Billing,445,REG3631
2746,05/11/2024, POS Billing,1167,REG3718
2747,18/11/2024, POS Billing,1293,REG3920
2748,25/11/2024, POS Billing,889,REG4011
2749,02/12/2024, POS Billing,1350,REG4133
2750,09/12/2024, POS Billing,1160,REG4232
2751,01/05/2024, POS Billing,380,REG986
2752,15/05/2024, POS Billing,540,REG1204
2753,29/05/2024, POS Billing,570,REG1400
2754,13/06/2024, POS Billing,570,REG1581
2755,19/06/2024, POS Billing,730,REG1688
2756,03/07/2024, POS Billing,380,REG1916
2757,10/07/2024, POS Billing,570,REG2022
2758,17/07/2024, POS Billing,730,REG2138
2759,31/07/2024, POS Billing,570,REG2328
2760,07/08/2024, POS Billing,420,REG2437
2761,22/08/2024, POS Billing,590,REG2620
2762,04/09/2024, POS Billing,630,REG2832
2763,11/09/2024, POS Billing,420,REG2925
2764,25/09/2024, POS Billing,590,REG3134
2765,02/10/2024, POS Billing,590,REG3231
2766,16/10/2024, POS Billing,170,REG3465
2767,29/10/2024, POS Billing,800,REG3656
2768,13/11/2024, POS Billing,715,REG3847
2769,27/11/2024, POS Billing,630,REG4026
2770,04/12/2024, POS Billing,420,REG4144
2771,17/10/2024, POS Billing,954,REG3477
2772,04/05/2024, POS Billing,1450,REG1041
2773,11/05/2024, POS Billing,2249,REG1157
2774,18/05/2024, POS Billing,1832,REG1262
2775,25/05/2024, POS Billing,1760,REG1343
2776,08/06/2024, POS Billing,2311,REG1540
2777,15/06/2024, POS Billing,2211,REG1640
2778,22/06/2024, POS Billing,1111,REG1751
2779,06/07/2024, POS Billing,1644,REG1976
2780,13/07/2024, POS Billing,2463,REG2085
2781,20/07/2024, POS Billing,1818,REG2198
2782,03/08/2024, POS Billing,2544,REG2389
2783,10/08/2024, POS Billing,2509,REG2501
2784,17/08/2024, POS Billing,1219,REG2604
2785,24/08/2024, POS Billing,2179,REG2677
2786,06/09/2024, POS Billing,3659,REG2885
2787,21/09/2024, POS Billing,1515,REG3092
2788,27/09/2024, POS Billing,2075,REG3183
2789,04/10/2024, POS Billing,1598,REG3279
2790,12/10/2024, POS Billing,1240,REG3407
2791,19/10/2024, POS Billing,780,REG3511
2792,26/10/2024, POS Billing,1243,REG3614
2793,02/11/2024, POS Billing,1468,REG3698
2794,16/11/2024, POS Billing,1682,REG3885
2795,23/11/2024, POS Billing,1233,REG3977
2796,30/11/2024, POS Billing,2482,REG4093
2797,07/12/2024, POS Billing,1919,REG4202
2798,24/06/2024, POS Billing,13191,REG1761
2799,26/08/2024, POS Billing,10032,REG2691
2800,26/08/2024, POS Billing,4421,REG2692
2801,21/10/2024, POS Billing,15034,REG3523
2802,21/10/2024, POS Billing,1424,REG3539
2803,28/10/2024, POS Billing,1944,REG3641
2804,05/11/2024, POS Billing,1237,REG3736
2805,12/11/2024, POS Billing,1257,REG3844
2806,18/11/2024, POS Billing,1664,REG3916
2807,27/11/2024, POS Billing,1272.5,REG4024
2808,02/12/2024, POS Billing,2643,REG4121
2809,09/12/2024, POS Billing,2266,REG4222
2810,14/05/2024, POS Billing,270,REG1188
2811,27/05/2024, POS Billing,270,REG1374
2812,04/06/2024, POS Billing,270,REG1491
2813,18/06/2024, POS Billing,270,REG1657
2814,25/06/2024, POS Billing,270,REG1773
2815,01/07/2024, POS Billing,270,REG1888
2816,08/07/2024, POS Billing,270,REG1999
2817,16/07/2024, POS Billing,270,REG2107
2818,23/07/2024, POS Billing,270,REG2218
2819,06/08/2024, POS Billing,295,REG2407
2820,27/08/2024, POS Billing,295,REG2698
2821,03/09/2024, POS Billing,729,REG2818
2822,09/09/2024, POS Billing,295,REG2905
2823,17/09/2024, POS Billing,295,REG3008
2824,24/09/2024, POS Billing,295,REG3124
2825,30/09/2024, POS Billing,295,REG3212
2826,08/10/2024, POS Billing,295,REG3318
2827,15/10/2024, POS Billing,2111,REG3426
2828,21/10/2024, POS Billing,295,REG3537
2829,28/10/2024, POS Billing,641,REG3639
2830,05/11/2024, POS Billing,1618,REG3728
2831,11/11/2024, POS Billing,925,REG3820
2832,25/11/2024, POS Billing,875,REG4002
2833,02/12/2024, POS Billing,1930,REG4123
2834,09/12/2024, POS Billing,978,REG4224
2835,07/05/2024, POS Billing,1662,REG1090
2836,14/05/2024, POS Billing,553,REG1194
2837,18/06/2024, POS Billing,714,REG1678
2838,02/07/2024, POS Billing,2117,REG1905
2839,09/07/2024, POS Billing,1601,REG2018
2840,31/07/2024, POS Billing,682,REG2319
2841,06/08/2024, POS Billing,1559,REG2426
2842,13/08/2024, POS Billing,309,REG2539
2843,03/09/2024, POS Billing,1974,REG2823
2844,10/09/2024, POS Billing,1084,REG2919
2845,17/09/2024, POS Billing,544,REG3022
2846,01/10/2024, POS Billing,898,REG3226
2847,08/10/2024, POS Billing,1503,REG3335
2848,16/10/2024, POS Billing,1162,REG3451
2849,22/10/2024, POS Billing,710,REG3544
2850,05/11/2024, POS Billing,1286,REG3732
2851,12/11/2024, POS Billing,911,REG3835
2852,03/12/2024, POS Billing,1200,REG4136
2853,10/12/2024, POS Billing,694,REG4237
2854,08/05/2024, POS Billing,2647.5,REG1098
2855,15/05/2024, POS Billing,2097.75,REG1211
2856,29/05/2024, POS Billing,1470,REG1409
2857,13/06/2024, POS Billing,1100,REG1593
2858,19/06/2024, POS Billing,1284,REG1698
2859,03/07/2024, POS Billing,2035,REG1926
2860,10/07/2024, POS Billing,2390,REG2031
2861,25/07/2024, POS Billing,2556,REG2257
2862,11/09/2024, POS Billing,3092,REG2937
2863,18/09/2024, POS Billing,1375,REG3038
2864,16/10/2024, POS Billing,2488,REG3459
2865,23/10/2024, POS Billing,1992,REG3559
2866,29/10/2024, POS Billing,1788,REG3652
2867,06/11/2024, POS Billing,1831,REG3749
2868,08/06/2024, POS Billing,4625,REG1538
2869,03/07/2024, POS Billing,4625,REG1915
2870,10/08/2024, POS Billing,10500,REG2482
2871,24/10/2024, POS Billing,10250,REG3565
2872,04/05/2024, POS Billing,488,REG1034
2873,25/05/2024, POS Billing,1570,REG1347
2874,01/06/2024, POS Billing,774,REG1447
2875,07/06/2024, POS Billing,646,REG1497
2876,22/06/2024, POS Billing,1302,REG1739
2877,05/07/2024, POS Billing,870,REG1958
2878,13/07/2024, POS Billing,424,REG2074
2879,03/08/2024, POS Billing,1738,REG2375
2880,31/08/2024, POS Billing,344,REG2784
2881,06/09/2024, POS Billing,487,REG2883
2882,13/09/2024, POS Billing,726,REG2969
2883,27/09/2024, POS Billing,586,REG3175
2884,25/10/2024, POS Billing,920,REG3591
2885,09/11/2024, POS Billing,2063,REG3783
2886,23/11/2024, POS Billing,380,REG3971
2887,01/12/2024, POS Billing,909,REG4100
2888,07/12/2024, POS Billing,1028,REG4193
2889,04/05/2024, POS Billing,6954,REG1032
2890,17/05/2024, POS Billing,12955,REG1242
2891,07/06/2024, POS Billing,8043,REG1506
2892,05/07/2024, POS Billing,5799,REG1963
2893,03/08/2024, POS Billing,13978,REG2367
2894,24/08/2024, POS Billing,7906,REG2676
2895,13/09/2024, POS Billing,6307,REG2981
2896,27/09/2024, POS Billing,9097,REG3185
2897,18/10/2024, POS Billing,1705,REG3500
2898,26/10/2024, POS Billing,9807,REG3606
2899,09/11/2024, POS Billing,9054,REG3789
2900,30/11/2024, POS Billing,5534,REG4076
2901,27/10/2024, POS Billing,815,REG3615
2902,01/05/2024, POS Billing,3144,REG985
2903,08/05/2024, POS Billing,462,REG1091
2904,22/05/2024, POS Billing,1564,REG1299
2905,13/06/2024, POS Billing,4444,REG1579
2906,03/07/2024, POS Billing,2793,REG1928
2907,17/07/2024, POS Billing,4682,REG2150
2908,31/07/2024, POS Billing,1430,REG2335
2909,28/08/2024, POS Billing,4690,REG2723
2910,02/10/2024, POS Billing,1823,REG3230
2911,23/10/2024, POS Billing,2717,REG3551
2912,29/10/2024, POS Billing,1170,REG3658
2913,06/11/2024, POS Billing,2151,REG3737
2914,13/11/2024, POS Billing,2120,REG3846
2915,27/11/2024, POS Billing,3059,REG4042
2916,06/09/2024, POS Billing,222,REG2890
2917,29/10/2024, POS Billing,90,REG3659
2918,08/05/2024, POS Billing,500,REG1095
2919,04/06/2024, POS Billing,1224,REG1492
2920,18/09/2024, POS Billing,2811,REG3028
2921,30/09/2024, POS Billing,3527,REG3196
2922,01/11/2024, POS Billing,5923,REG3693
2923,23/11/2024, POS Billing,3388,REG3987
2924,04/05/2024, POS Billing,1687,REG1025
2925,11/05/2024, POS Billing,2508,REG1159
2926,17/05/2024, POS Billing,2386,REG1240
2927,01/06/2024, POS Billing,2200,REG1461
2928,08/06/2024, POS Billing,2899,REG1542
2929,15/06/2024, POS Billing,1770,REG1625
2930,22/06/2024, POS Billing,2528,REG1730
2931,29/06/2024, POS Billing,1339,REG1844
2932,05/07/2024, POS Billing,2830,REG1961
2933,13/07/2024, POS Billing,2415,REG2067
2934,20/07/2024, POS Billing,3735,REG2180
2935,03/08/2024, POS Billing,3042,REG2365
2936,10/08/2024, POS Billing,2375,REG2490
2937,17/08/2024, POS Billing,2460,REG2602
2938,24/08/2024, POS Billing,3439,REG2658
2939,14/09/2024, POS Billing,3659,REG2990
2940,20/09/2024, POS Billing,2855,REG3084
2941,28/09/2024, POS Billing,2464,REG3193
2942,05/10/2024, POS Billing,2765,REG3284
2943,11/10/2024, POS Billing,1700,REG3396
2944,18/10/2024, POS Billing,2788,REG3492
2945,26/10/2024, POS Billing,2191,REG3604
2946,01/11/2024, POS Billing,2449,REG3687
2947,09/11/2024, POS Billing,2664,REG3787
2948,23/11/2024, POS Billing,1835,REG3979
2949,30/11/2024, POS Billing,2075,REG4075
2950,07/12/2024, POS Billing,2905,REG4185
2951,13/05/2024, POS Billing,3463,REG1168
2952,27/05/2024, POS Billing,5178,REG1362
2953,17/06/2024, POS Billing,2896,REG1648
2954,01/07/2024, POS Billing,3928,REG1882
2955,08/07/2024, POS Billing,180,REG1985
2956,22/07/2024, POS Billing,3174,REG2204
2957,30/07/2024, POS Billing,1080,REG2292
2958,05/08/2024, POS Billing,2705,REG2392
2959,19/08/2024, POS Billing,5254,REG2607
2960,02/09/2024, POS Billing,3850,REG2792
2961,16/09/2024, POS Billing,2172,REG2995
2962,23/09/2024, POS Billing,1826,REG3097
2963,07/10/2024, POS Billing,3503,REG3300
2964,14/10/2024, POS Billing,972,REG3421
2965,21/10/2024, POS Billing,4523,REG3518
2966,04/11/2024, POS Billing,4312,REG3703
2967,18/11/2024, POS Billing,2992,REG3911
2968,02/12/2024, POS Billing,3262,REG4114
2969,29/05/2024, POS Billing,10037,REG1408
2970,17/07/2024, POS Billing,6894,REG2148
2971,15/08/2024, POS Billing,660,REG2552
2972,28/08/2024, POS Billing,9069,REG2732
2973,06/11/2024, POS Billing,2426,REG3747
2974,27/11/2024, POS Billing,8080,REG4037
2975,04/12/2024, POS Billing,1055,REG4150
2976,02/05/2024, POS Billing,1374,REG1019
2977,16/05/2024, POS Billing,872,REG1233
2978,30/05/2024, POS Billing,1202,REG1435
2979,14/06/2024, POS Billing,1146,REG1615
